,Employment Cost Index: Wages and Salaries: Private Industry Workers,Employment Cost Index: Total compensation: All Civilian,Employment Cost Index: Wages and salaries for Private industry workers in Aircraft manufacturing,Unemployment Rate,Labor Force Participation Rate,"All Employees, Total Nonfarm",Unemployment Rate in California,Unemployment Rate in Texas,Unemployment Rate in New York,"Unemployment Rate in Austin-Round Rock, TX (MSA)","Unemployment Rate in Dallas-Fort Worth-Arlington, TX (MSA)","Unemployment Rate in Seattle-Tacoma-Bellevue, WA (MSA)","Unemployment Rate in Los Angeles County, CA","Unemployment Rate in Miami-Dade County, FL","Unemployment Rate in San Francisco County/City, CA",Unemployment Rate in Great Lakes BEA Region (DISCONTINUED),Unemployment Rate in Southeast BEA Region (DISCONTINUED),Unemployment Rate in New England BEA Region (DISCONTINUED),Initial Claims,Continued Claims (Insured Unemployment),4-Week Moving Average of Initial Claims,Total Nonfarm Private Payroll Employment,Total Nonfarm Private Payroll Employment (DISCONTINUED),Adjusted Unemployment Rate in Japan (DISCONTINUED),Unemployment Rate in the United States (DISCONTINUED),Adjusted Unemployment Rate in Italy (DISCONTINUED),Change in Total Nonfarm Payroll Employment in Texas,Mining: Oil and Gas Extraction Payroll Employment in Texas,Retail Trade: Automobile Dealers Payroll Employment in Texas,All Employees: State Government in New York,Average Hourly Earnings of All Employees: Total Private in California,"All Employees: Total Nonfarm in New York City, NY","Average Weekly Wages for Employees in Total Covered Establishments in Houston-Sugar Land-Baytown, TX (MSA)","Average Weekly Wages for Employees in Total Covered Establishments in New Orleans-Metairie-Kenner, LA (MSA)","Number of Private Establishments for All Industries in Spencer County, KY",Hornstein-Kudlyak-Lange Non-Employment Index,Hornstein-Kudlyak-Lange Non-Employment Index including People Working Part-Time for Economic Reasons,Initial Claims in California,Continued Claims (Insured Unemployment) in California,Initial Claims in Texas
1987-11-01,,,,5.8,65.7,103372.0,5.5,8.1,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-12-01,,,,5.7,65.7,103661.0,5.4,8.0,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-01-01,,,,5.7,65.8,103753.0,5.4,7.9,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-02-01,,,,5.7,65.9,104214.0,5.3,7.8,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-03-01,,,,5.7,65.7,104489.0,5.3,7.7,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-04-01,,,,5.4,65.8,104732.0,5.3,7.6,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-05-01,,,,5.6,65.7,104962.0,5.3,7.5,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-06-01,,,,5.4,65.8,105326.0,5.3,7.4,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-07-01,,,,5.4,65.9,105550.0,5.3,7.3,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-08-01,,,,5.6,66.1,105674.0,5.3,7.3,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-09-01,,,,5.4,65.9,106013.0,5.3,7.2,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-10-01,,,,5.4,66.0,106276.0,5.2,7.2,4.4,,,,,,,,,,292000.0,2041000.0,301000.0,,,,,,,,,,,,,,,,,44040.0,277240.0,12983.0
1988-11-01,,,,5.3,66.2,106617.0,5.2,7.1,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-12-01,,,,5.3,66.1,106898.0,5.1,7.0,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-01-01,,,,5.4,66.5,107161.0,5.0,6.9,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-02-01,,,,5.2,66.3,107427.0,5.0,6.9,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-03-01,,,,5.0,66.3,107621.0,5.0,6.8,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-04-01,,,,5.2,66.4,107791.0,5.0,6.8,4.7,,,,,,,,,,323000.0,2117000.0,321500.0,,,,,,,,,,,,,,,,,47544.0,374661.0,10630.0
1989-05-01,,,,5.2,66.3,107913.0,5.0,6.8,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-06-01,,,,5.3,66.5,108027.0,5.1,6.8,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-07-01,,,,5.2,66.5,108069.0,5.1,6.8,4.9,,,,,,,,,,349000.0,2133000.0,339000.0,,,,,,,,,,,,,,,,,49268.0,272000.0,12206.0
1989-08-01,,,,5.2,66.5,108120.0,5.1,6.7,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-09-01,,,,5.3,66.4,108369.0,5.2,6.7,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-10-01,,,,5.3,66.5,108476.0,5.2,6.6,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-11-01,,,,5.4,66.6,108752.0,5.2,6.5,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-12-01,,,,5.4,66.5,108836.0,5.2,6.4,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-01-01,,,,5.4,66.8,109189.0,5.2,6.3,5.2,4.9,4.9,4.8,5.9,7.0,3.7,6.07,5.317,4.936,,,,,,,,,,83.858382561,,285.8,,3615.9,498.45463959429003,415.794057286037,68.0,,,,,
1990-02-01,,,,5.3,66.7,109432.0,5.2,6.3,5.1,4.8,5.2,4.6,5.6,7.1,3.4,5.963,5.288,5.092,,,,,,,,,9.66292280000016,83.896591787,1.0241037507844553,,,3615.8,,,,,,,,
1990-03-01,,,,5.2,66.7,109637.0,5.2,6.3,5.1,4.6,4.7,4.4,5.4,7.3,3.2,5.861,5.286,5.242,,,,,,,,,18.39413240000067,83.928976226,-1.6158245894013379,,,3612.0,,,,,,,,
1990-04-01,,,,5.4,66.6,109671.0,5.3,6.2,5.0,4.7,4.8,3.7,5.5,7.5,3.4,5.8,5.318,5.389,,,,,,,,,25.675835399999414,84.357954642,-0.22472956650555487,,,3599.1,502.00652135748,414.94278095464796,67.0,,,,,
1990-05-01,,,,5.4,66.6,109834.0,5.4,6.3,5.0,4.8,5.2,3.9,5.4,7.3,3.4,5.79,5.383,5.531,,,,,,,,,44.32336620000024,84.738473176,1.7370800309886025,,,3607.2,,,,,,,,
1990-06-01,,,,5.2,66.4,109857.0,5.5,6.3,5.1,5.4,5.5,3.9,5.4,7.3,3.6,5.825,5.477,5.675,,,,,,,,,18.931549599999926,84.99945871,2.0084423804558993,,,3596.9,,,,,,,,
1990-07-01,,,,5.5,66.5,109822.0,5.7,6.3,5.1,5.3,5.4,3.7,6.2,7.7,4.4,5.894,5.6,5.829,,,,,,,,,22.07212470000013,85.600323222,-1.2338223671535253,,,3563.0,507.660995044956,416.458661935221,64.0,,,,,
1990-08-01,,,,5.7,66.5,109610.0,5.9,6.4,5.3,5.2,5.2,3.5,6.2,7.9,4.3,5.981,5.747,6.001,,,,,,,,,-1.0202269999999771,85.840359965,1.5369507362560375,,,3574.7,,,,,,,,
1990-09-01,,,,5.9,66.4,109520.0,6.1,6.4,5.5,5.1,5.3,3.9,6.3,8.3,4.1,6.076,5.912,6.196,392000.0,2579000.0,390000.0,,,,,,27.579032699999516,85.734795067,-1.8359000891140176,,,3578.8,,,,,,52818.0,332704.0,11841.0
1990-10-01,,,,5.9,66.4,109374.0,6.4,6.5,5.7,4.7,4.9,3.4,6.2,7.9,3.9,6.2,6.093,6.418,,,,,,,,,-2.598920499999622,85.769185268,-3.735221110739806,,,3524.7,506.38987822301203,424.06089806936797,63.0,,,,,
1990-11-01,,,,6.2,66.4,109220.0,6.7,6.6,5.9,4.7,5.5,4.0,6.5,7.9,3.9,6.361,6.275,6.659,,,,,,,,,10.582603500000005,85.764604031,-0.5590137564312925,,,3513.1,,,,,,,,
1990-12-01,,,,6.3,66.4,109168.0,6.9,6.7,6.2,4.6,5.3,3.8,6.5,7.8,3.7,6.551,6.444,6.909,451000.0,2918000.0,452000.0,,,,,,-7.772989199999756,85.506425608,-3.6736414161484765,,,3506.6,,,,,,75832.0,493299.0,15546.0
1991-01-01,,,,6.4,66.2,109051.0,7.1,6.8,6.4,4.4,5.6,4.6,7.3,7.7,4.8,6.76,6.597,7.157,,,,,,,,,-17.51718450000044,86.908035566,-2.202180750341143,273.1,,3448.0,520.084050789785,432.22048144305097,69.0,,,,,
1991-02-01,,,,6.6,66.2,108731.0,7.4,6.8,6.7,4.5,6.2,5.0,7.6,7.7,5.2,6.958,6.728,7.388,,,,,,,,,9.865550399999847,87.741306717,-4.266984987140276,,,3438.0,,,,,,,,
1991-03-01,,,,6.8,66.3,108569.0,7.6,6.9,7.0,4.4,6.3,4.8,7.6,8.1,5.0,7.1,6.822,7.586,,,,,,,,,10.511359699999957,88.057246428,-1.5525450383643502,,,3430.2,,,,,,,,
1991-04-01,,,,6.7,66.4,108352.0,7.7,6.9,7.2,4.2,6.1,4.1,7.4,7.9,4.8,7.158,6.871,7.742,,,,,,,,,-14.605188999999882,88.485194134,-8.8913644322269,,,3414.4,529.948167138944,437.682318739106,69.0,,,,,
1991-05-01,,,,6.9,66.2,108250.0,7.8,6.9,7.3,4.4,6.5,4.4,7.9,8.2,5.2,7.141,6.878,7.854,,,,,,,,,22.23466439999993,88.346702767,3.6763883661932173,,,3405.6,,,,,,,,
1991-06-01,,,,6.9,66.2,108338.0,7.8,6.9,7.4,4.7,6.9,4.9,8.2,8.2,5.7,7.08,6.856,7.927,432000.0,3522000.0,442250.0,,,,,,9.512286099999983,88.653746192,-0.4999641971564883,,,3402.2,,,,,,56890.0,538520.0,11074.0
1991-07-01,,,,6.8,66.1,108290.0,7.9,6.9,7.4,4.7,6.7,4.8,8.6,8.3,6.1,7.02,6.82,7.97,,,,,,,,,-0.42713629999980185,89.107448184,0.5471271633298747,,,3353.2,535.107106749899,439.45533326822897,71.0,,,,,
1991-08-01,,,,6.9,66.0,108302.0,7.9,6.9,7.4,4.7,6.5,4.7,8.4,8.4,6.1,7.008,6.797,7.995,,,,,,,,,-10.238230199999634,89.257704695,-3.20654663048201,,,3355.8,,,,,,,,
1991-09-01,,,,6.9,66.2,108333.0,8.0,7.0,7.5,4.6,6.6,4.9,8.4,8.8,6.0,7.065,6.811,8.012,,,,,,,,,40.31922979999945,88.838216955,5.844084329769683,,,3363.5,,,,,,,,
1991-10-01,,,,7.0,66.1,108362.0,8.1,7.1,7.6,4.6,6.5,4.9,8.2,8.6,5.6,7.184,6.872,8.029,,,,,,,,,-10.721524300000056,89.659988489,-2.615793250003018,,,3344.0,539.930225929701,443.382391387305,71.0,,,,,
1991-11-01,,,,7.0,66.1,108300.0,8.2,7.3,7.8,4.4,6.5,5.2,8.3,8.2,5.3,7.329,6.967,8.047,,,,,,,,,10.581707700000152,89.75040924,-0.41783147374059304,,,3338.4,,,,,,,,
1991-12-01,,,,7.3,66.0,108330.0,8.4,7.4,8.0,4.4,6.4,5.2,8.4,8.4,5.1,7.465,7.065,8.062,,,,,,,,,0.8681446000000506,88.655784369,2.6239424830988733,,,3326.3,,,,,,,,
1992-01-01,,,,7.3,66.3,108367.0,8.6,7.5,8.2,4.6,7.2,5.9,9.4,8.4,6.5,7.568,7.136,8.07,,,,,,,,,-5.03885530000025,88.85771441,-8.63658364997587,270.9,,3318.4,549.889644979698,448.28779222774904,81.0,,,,,
1992-02-01,,,,7.4,66.2,108312.0,8.8,7.6,8.4,4.4,7.2,6.1,9.5,8.6,6.3,7.636,7.374,8.072,440000.0,3301000.0,441000.0,,,,,,8.927097600000707,88.885073425,2.476700666539755,,,3308.0,,,,,,84001.0,602304.0,21230.0
1992-03-01,,,,7.4,66.4,108361.0,8.9,7.7,8.5,4.2,6.9,5.8,9.3,8.9,6.5,7.679,7.435,8.067,,,,,,,,,6.911199000000124,88.585153977,2.526519069878286,,,3304.2,,,,,,,,
1992-04-01,,,,7.4,66.5,108515.0,9.1,7.7,8.7,4.0,6.9,5.1,8.9,8.6,6.4,7.708,7.436,8.056,,,,,,,,,18.75800849999996,87.812798311,0.9477973196251543,,,3302.1,554.5939893012629,453.534818185642,88.0,,,,,
1992-05-01,,,,7.6,66.6,108648.0,9.2,7.8,8.8,4.1,7.0,5.6,9.5,8.7,6.8,7.717,7.415,8.039,,,,,,,,,13.283991799999967,87.734536543,3.457393340251591,,,3298.5,,,,,,,,
1992-06-01,,,,7.8,66.7,108717.0,9.4,7.8,8.8,4.7,7.6,6.0,10.2,9.1,7.3,7.69,7.385,8.015,,,,,,,,,1.9299314999998387,87.168667618,0.6456467235715468,,,3293.6,,,,,,,,
1992-07-01,,,,7.7,66.7,108799.0,9.5,7.8,8.9,4.5,7.1,5.7,10.6,9.2,7.6,7.617,7.346,7.983,,,,,,,,,47.229432899999665,86.36895129,3.101081667078387,,,3279.4,559.637808319689,451.497091641762,88.0,,,,,
1992-08-01,,,,7.6,66.6,108923.0,9.6,7.7,8.9,4.3,6.9,5.6,10.4,9.2,7.6,7.493,7.291,7.942,423000.0,3467000.0,446750.0,,,,,,-18.59744799999953,85.996916281,5.692452461580899,,,3280.8,,,,,,67990.0,511908.0,15374.0
1992-09-01,,,,7.6,66.5,108954.0,9.7,7.7,8.9,4.1,6.9,6.2,10.4,9.4,7.4,7.337,7.211,7.89,,,,,,,,,3.9812879999999495,85.414324133,3.2724421297445128,,,3287.4,,,,,,,,
1992-10-01,,,,7.3,66.2,109135.0,9.8,7.7,8.8,3.9,6.5,5.9,9.9,8.9,6.6,7.172,7.11,7.822,,,,,,,,,49.68600470000001,84.715800427,5.684094327336897,,,3273.8,593.348686175157,471.862315608031,90.0,,,,,
1992-11-01,,,,7.4,66.3,109280.0,9.8,7.6,8.7,4.0,6.8,6.3,10.1,8.7,6.8,7.029,7.006,7.736,,,,,,,,,4.178004399999736,84.289286425,2.9086408656521456,,,3266.6,,,,,,,,
1992-12-01,,,,7.4,66.3,109500.0,9.8,7.6,8.6,3.9,6.4,6.1,9.9,8.6,6.3,6.927,6.914,7.63,,,,,,,,,9.210098800000196,84.065184859,5.475940935859458,,,3271.9,,,,,,,,
1993-01-01,,,,7.3,66.2,109795.0,9.8,7.6,8.4,4.2,7.2,6.7,10.7,8.7,7.0,6.863,6.837,7.503,,,,,,,,,32.013539699999455,83.22983468,7.411697160786002,269.7,,3283.4,547.675171027235,446.64559961715895,92.0,,,,,
1993-02-01,,,,7.1,66.2,110044.0,9.7,7.5,8.3,4.0,6.8,6.7,10.6,8.7,7.0,6.828,6.769,7.357,,,,,,,,,23.24176510000052,82.257740994,7.555016545494575,,,3289.4,,,,,,,,
