,Employment Cost Index: Wages and Salaries: Private Industry Workers,Employment Cost Index: Total compensation: All Civilian,Employment Cost Index: Wages and salaries for Private industry workers in Aircraft manufacturing,Unemployment Rate,Labor Force Participation Rate,"All Employees, Total Nonfarm",Unemployment Rate in California,Unemployment Rate in Texas,Unemployment Rate in New York,"Unemployment Rate in Austin-Round Rock, TX (MSA)","Unemployment Rate in Dallas-Fort Worth-Arlington, TX (MSA)","Unemployment Rate in Seattle-Tacoma-Bellevue, WA (MSA)","Unemployment Rate in Los Angeles County, CA","Unemployment Rate in Miami-Dade County, FL","Unemployment Rate in San Francisco County/City, CA",Unemployment Rate in Great Lakes BEA Region (DISCONTINUED),Unemployment Rate in Southeast BEA Region (DISCONTINUED),Unemployment Rate in New England BEA Region (DISCONTINUED),Initial Claims,Continued Claims (Insured Unemployment),4-Week Moving Average of Initial Claims,Total Nonfarm Private Payroll Employment,Total Nonfarm Private Payroll Employment (DISCONTINUED),Adjusted Unemployment Rate in Japan (DISCONTINUED),Unemployment Rate in the United States (DISCONTINUED),Adjusted Unemployment Rate in Italy (DISCONTINUED),Change in Total Nonfarm Payroll Employment in Texas,Mining: Oil and Gas Extraction Payroll Employment in Texas,Retail Trade: Automobile Dealers Payroll Employment in Texas,All Employees: State Government in New York,Average Hourly Earnings of All Employees: Total Private in California,"All Employees: Total Nonfarm in New York City, NY","Average Weekly Wages for Employees in Total Covered Establishments in Houston-Sugar Land-Baytown, TX (MSA)","Average Weekly Wages for Employees in Total Covered Establishments in New Orleans-Metairie-Kenner, LA (MSA)","Number of Private Establishments for All Industries in Spencer County, KY",Hornstein-Kudlyak-Lange Non-Employment Index,Hornstein-Kudlyak-Lange Non-Employment Index including People Working Part-Time for Economic Reasons,Initial Claims in California,Continued Claims (Insured Unemployment) in California,Initial Claims in Texas
2012-10-01,116.7,117.8,120.6,7.8,63.8,134672.0,10.0,6.5,8.5,5.3,6.1,6.1,10.5,7.8,6.3,8.154,7.877,7.182,,,,109826000.0,113070.89,3.7,7.9,11.4,24.54336499999954,97.052643465,4.890428370437894,,26.75,3952.6,1199.4923680463198,910.5666412673089,239.0,9.77062695158723,11.468505163706801,,,
2012-11-01,,,,7.7,63.6,134831.0,9.9,6.5,8.4,5.0,5.9,5.8,10.0,7.4,6.1,8.194,7.818,7.136,,,,110028000.0,113245.503,3.7,7.8,11.5,39.045577000000776,97.863441223,7.605432707031157,,26.84,3935.2,,,,9.827093158625,11.4924937850693,,,
2012-12-01,,,,7.9,63.7,135074.0,9.8,6.5,8.4,5.2,6.0,5.7,10.2,7.5,6.0,8.239,7.765,7.089,375000.0,3195000.0,403750.0,109997000.0,113491.126,3.8,7.8,11.5,24.329366999998456,98.373580562,8.938531851679121,,27.16,3961.9,,,,9.88034429499682,11.5093881496419,64037.0,480087.0,22514.0
2013-01-01,117.4,118.4,122.7,8.0,63.7,135263.0,9.7,6.5,8.3,5.9,6.9,6.1,10.9,7.7,6.5,8.267,7.712,7.048,,,,110228000.0,113555.34,3.8,7.9,12.0,-4.4252399999986665,98.705701971,7.923019147818211,252.6,27.0,3973.3,1178.49282971892,912.449607740698,241.0,9.99370178143231,11.6211604047364,,,
2013-02-01,,,,7.7,63.4,135548.0,9.5,6.6,8.2,5.5,6.5,5.3,10.3,7.4,6.0,8.262,7.65,7.014,,,,110478000.0,113645.074,3.8,7.7,11.9,63.66066399999909,99.545258469,6.286221898839606,,26.97,3976.5,,,,9.8108080127208,11.4842351512979,,,
2013-03-01,,,,7.5,63.3,135690.0,9.4,6.5,8.1,5.3,6.3,5.1,9.8,7.8,5.8,8.215,7.572,6.982,,,,110689000.0,113810.0,3.6,7.6,12.0,26.393616000001202,99.992935258,5.860099986570111,,26.83,3989.1,,,,9.748035279380481,11.3222930989728,,,
2013-04-01,118.0,119.0,123.7,7.6,63.4,135876.0,9.3,6.5,8.0,5.0,5.9,4.6,9.4,7.4,5.3,8.139,7.481,6.95,,,,110833000.0,113675.559,3.6,7.5,12.1,14.771367999999711,100.86910198,5.253081612122079,,26.91,4002.5,1198.96653319459,916.9476018174879,246.0,9.75850459632955,11.384374638727,,,
2013-05-01,,,,7.5,63.4,136090.0,9.2,6.4,7.9,5.2,6.1,5.0,9.6,7.6,5.4,8.059,7.386,6.914,,,,111088000.0,113783.719,3.6,7.6,12.3,21.440746999998737,101.48682844,5.200833322759824,,26.86,4007.2,,,,9.75939648735061,11.369678287939799,,,
2013-06-01,,,,7.5,63.4,136269.0,9.1,6.4,7.9,5.7,6.7,5.4,10.2,7.9,5.9,7.991,7.295,6.869,346000.0,2999000.0,350500.0,111293000.0,113984.225,3.4,7.6,12.2,30.75447400000121,101.82745611,7.54275551559056,,27.11,4016.0,,,,9.73353005999411,11.3892894017296,45745.0,420814.0,15212.0
2013-07-01,118.4,119.5,124.3,7.3,63.3,136391.0,9.0,6.3,7.8,5.5,6.5,5.5,10.5,7.9,5.8,7.937,7.205,6.812,,,,111464000.0,114228.169,,,,27.427118999999948,102.96469764,9.691158220111351,,26.92,4027.5,1198.2889705101,913.44223139903,243.0,9.57486898831023,11.2207861931717,,,
2013-08-01,,,,7.2,63.3,136634.0,8.9,6.3,7.8,5.3,6.2,5.5,10.1,8.0,5.5,7.868,7.102,6.74,,,,111738000.0,114379.57,,,,28.7268069999991,102.87266854,6.468706157223569,,26.86,4033.2,,,,9.46152094572346,11.0473377783399,,,
2013-09-01,,,,7.2,63.2,136819.0,8.8,6.2,7.6,5.2,6.1,5.4,9.6,7.9,5.3,7.765,6.98,6.654,,,,111724000.0,114560.028,,,,28.581320000001142,103.13162019,4.631355610655286,,27.27,4046.8,,,,9.46049148809393,11.0393590226014,,,
2013-10-01,119.1,120.1,124.4,7.2,62.8,137039.0,8.6,6.1,7.5,5.1,5.9,5.4,9.5,7.7,5.3,7.632,6.856,6.56,,,,111852000.0,114661.142,,,,12.880544999999984,103.43726466,6.732377398786005,,27.04,4060.9,1198.22281879026,913.318169273424,244.0,9.53785523414707,11.1920699940956,,,
2013-11-01,,,,6.9,63.0,137312.0,8.5,6.0,7.3,4.7,5.6,5.2,8.9,7.1,5.0,7.476,6.743,6.463,,,,112159000.0,114835.885,,,,41.00951499999974,103.59003102,8.99198441193423,,27.09,4073.9,,,,9.32670460989819,10.893905023098501,,,
2013-12-01,,,,6.7,62.9,137367.0,8.4,5.8,7.1,4.4,5.3,5.1,8.6,6.8,4.6,7.306,6.651,6.369,,,,112405000.0,115036.388,,,,7.440871999999217,103.65521397,1.4263234868466368,,27.36,4081.7,,,,9.25860821457349,10.8489768610078,,,
2014-01-01,119.4,120.5,127.0,6.6,62.9,137551.0,8.2,5.7,7.0,4.7,5.7,5.5,8.9,6.8,5.0,7.127,6.579,6.275,,,,112544000.0,115314.78,,,,28.643734000001132,103.6509275,6.249660140346536,251.2,27.34,4087.7,1224.94111521215,930.063414413094,244.0,9.22416302767823,10.6713136896623,,,
2014-02-01,,,,6.7,62.9,137710.0,8.1,5.6,6.8,4.7,5.7,5.5,8.8,6.8,4.9,6.945,6.525,6.181,331000.0,2852000.0,329000.0,112795000.0,115692.358,,,,24.478542999999263,103.85632295,6.879770107561667,,27.51,4100.9,,,,9.24259306991208,10.7250386968975,62904.0,549507.0,16699.0
2014-03-01,,,,6.7,63.1,137987.0,8.0,5.5,6.7,4.5,5.5,5.4,8.6,7.3,5.0,6.769,6.484,6.089,319000.0,2787000.0,332250.0,112944000.0,116135.0,,,,37.30258499999945,103.72281808,6.238043810400473,,27.46,4109.9,,,,9.23351189932749,10.730466695813801,59143.0,545757.0,15158.0
2014-04-01,120.2,121.4,127.4,6.2,62.8,138298.0,7.8,5.4,6.5,3.9,4.8,4.6,7.8,6.6,4.2,6.601,6.447,6.004,,,,113323000.0,116490.316,,,,48.3424500000001,104.8387679,4.854812901059691,,27.25,4122.9,1237.88431854745,927.3942450085699,243.0,9.06312431392451,10.578164805790701,,,
2014-05-01,,,,6.3,62.9,138500.0,7.7,5.3,6.4,4.2,5.1,5.0,8.0,6.8,4.3,6.437,6.397,5.925,,,,113659000.0,116657.185,,,,40.71126000000004,105.36121531,5.457776496235733,,27.16,4139.6,,,,9.13072484237771,10.5777999239279,,,
2014-06-01,,,,6.1,62.8,138833.0,7.6,5.2,6.3,4.5,5.4,5.1,8.3,6.8,4.5,6.282,6.331,5.853,,,,113974000.0,116841.408,,,,27.138152999999875,105.08961582,2.2860960272605313,,27.37,4151.4,,,,9.0296910217792,10.535588107983001,,,
2014-07-01,121.1,122.2,127.8,6.2,62.9,139076.0,7.5,5.2,6.2,4.7,5.5,5.4,9.0,7.1,4.7,6.15,6.256,5.788,,,,114253000.0,116940.066,,,,27.384076000000277,105.8988756,1.269704235854019,,27.43,4161.9,1243.8406021967598,933.184282960127,245.0,9.068504851867349,10.5546278869802,,,
2014-08-01,,,,6.1,62.9,139257.0,7.4,5.1,6.1,4.6,5.4,5.1,8.7,7.2,4.6,6.051,6.184,5.728,,,,114522000.0,117149.873,,,,30.67163100000107,105.43183703,4.471497869338625,,27.28,4180.6,,,,9.06182934962126,10.5293826159248,,,
2014-09-01,,,,5.9,62.8,139564.0,7.3,5.0,6.0,4.3,5.0,5.0,8.0,6.9,4.2,5.975,6.117,5.669,,,,114700000.0,117449.196,,,,30.083544999999503,105.08127582,2.03177027970578,,27.49,4187.5,,,,9.004213256719689,10.407713580578699,,,
2014-10-01,121.8,122.8,127.7,5.7,62.9,139804.0,7.2,4.9,5.9,3.9,4.6,4.7,7.8,6.6,4.1,5.904,6.053,5.609,,,,115095000.0,117629.312,,,,52.32154199999968,105.22073863,3.092867437967617,,27.65,4200.0,1257.81509428924,937.6108036926871,251.0,8.87208001688292,10.330476523714701,,,
2014-11-01,,,,5.8,62.9,140088.0,7.1,4.8,5.8,3.8,4.5,4.7,7.6,6.3,4.0,5.84,5.993,5.552,280000.0,2436000.0,285500.0,115300000.0,117841.913,,,,25.818457999999737,105.14985072,5.982804978989509,,28.06,4212.6,,,,8.93721528937092,10.322687695183399,48514.0,386772.0,14054.0
2014-12-01,,,,5.6,62.8,140366.0,6.9,4.6,5.8,3.5,4.1,4.6,7.2,6.0,3.7,5.796,5.949,5.506,,,,115565000.0,118176.167,,,,44.01517000000058,104.46661047,6.996705461691133,,27.89,4223.4,,,,8.80884628268242,10.1841052617252,,,
2015-01-01,122.6,123.6,130.5,5.7,62.9,140562.0,6.8,4.6,5.7,3.9,4.6,5.0,7.8,6.2,4.2,5.734,5.892,5.332,,,,115661000.0,118449.523,,,,11.247836000000461,104.09458277,3.3584639569574914,250.7,28.13,4231.7,1261.76240736501,946.7471998863341,252.0,8.84609994629019,10.1815245677451,,,
2015-02-01,,,,5.5,62.7,140831.0,6.7,4.5,5.6,3.6,4.3,4.8,7.4,6.0,3.9,5.58,5.812,5.241,,,,115721000.0,118683.004,,,,3.645162999999229,101.9020432,4.331183229500124,,28.23,4238.6,,,,8.79474390148057,10.1310713578138,,,
2015-03-01,,,,5.4,62.6,140925.0,6.6,4.5,5.6,3.4,4.2,4.6,7.1,6.4,3.9,5.503,5.804,5.167,,,,115643000.0,118940.0,,,,-8.040161000000808,100.47309992,5.637888077965791,,28.11,4244.5,,,,8.741159293633089,10.0598929900922,,,
2015-04-01,122.8,123.8,130.9,5.4,62.8,141202.0,6.5,4.5,5.5,3.1,3.8,4.1,6.8,6.1,3.6,5.395,5.791,5.024,,,,115985000.0,119229.244,,,,18.26295200000095,100.43252101,12.302436046671584,,28.0,4255.7,1241.59003792729,939.887088599606,251.0,8.74081164743748,10.054073253548799,,,
2015-05-01,,,,5.6,62.9,141539.0,6.4,4.4,5.4,3.3,4.0,4.6,6.9,6.3,3.6,5.422,5.86,4.936,,,,116356000.0,119476.34,,,,18.36424199999965,99.952962448,4.024639508461547,,28.05,4267.6,,,,8.69606985832098,9.99565701699485,,,
2015-06-01,,,,5.3,62.7,141695.0,6.3,4.4,5.3,3.6,4.3,4.5,6.9,6.3,3.8,5.321,5.781,4.865,,,,116618000.0,119614.561,,,,22.438813000000664,99.611160256,8.161065736991846,,27.94,4277.3,,,,8.66762618133149,9.94445911823778,,,
2015-07-01,123.6,124.6,131.4,5.2,62.6,141989.0,6.2,4.4,5.2,3.7,4.3,4.7,7.2,6.4,3.9,5.178,5.726,4.803,,,,116898000.0,119719.35,,,,34.52529299999878,98.533790006,10.219679234436164,,27.98,4293.9,1245.0645400539,945.133989953993,249.0,8.66548681124987,9.90484725333106,,,
2015-08-01,,,,5.1,62.6,142130.0,6.0,4.5,5.0,3.4,4.1,4.5,6.7,6.3,3.7,4.971,5.61,4.716,270000.0,2257000.0,272250.0,117047000.0,119822.374,,,,3.1359470000006695,97.845555844,6.625694341255595,,28.15,4299.9,,,,8.43954869994829,9.76200279743732,41871.0,369801.0,16281.0
2015-09-01,,,,5.0,62.4,142265.0,5.9,4.5,4.9,3.4,4.0,4.7,6.2,6.3,3.4,4.817,5.478,4.617,,,,117286000.0,120003.098,,,,12.720086999999694,96.99005248,9.990551015294823,,27.96,4300.3,,,,8.54641567268823,9.73208261984379,,,
2015-10-01,124.3,125.3,131.3,5.0,62.5,142584.0,5.8,4.5,4.9,3.3,3.9,4.7,6.0,6.1,3.5,4.783,5.391,4.584,,,,117558000.0,120159.438,,,,18.694942000000083,95.835302607,8.74004936802888,,28.2,4324.7,1272.9522148840401,975.607446288259,245.0,8.54392478449669,9.736941816993221,,,
2015-11-01,,,,5.1,62.5,142810.0,5.8,4.5,4.9,3.2,3.9,4.8,5.7,5.7,3.4,4.898,5.335,4.579,,,,117647000.0,120302.977,,,,-9.218555999999808,94.470491316,2.707380881325716,,28.49,4331.2,,,,8.51399617611871,9.737238647262659,,,
2015-12-01,,,,5.0,62.7,143083.0,5.7,4.5,4.8,3.0,3.6,4.7,5.5,5.5,3.2,5.053,5.344,4.612,,,,117711000.0,120625.97,,,,23.72966400000041,93.716820034,0.7319743099138964,,28.36,4339.0,,,,8.44571832828686,9.64969607639729,,,
2016-01-01,125.1,126.0,133.6,4.8,62.7,143196.0,5.7,4.5,4.8,3.3,3.9,4.9,5.8,5.4,3.4,,,,,,,117839000.0,120872.646,,,,19.456092999998873,89.12837839,1.501472790460534,254.1,28.6,4340.6,1197.7290726606,926.9125562581551,256.0,8.37633868822548,9.53588984962818,,,
2016-02-01,,,,4.9,62.8,143411.0,5.6,4.4,4.8,3.2,3.8,4.7,5.5,5.3,3.4,,,,,,,117954000.0,121149.957,,,,2.4313340000007884,88.100322041,1.2712362501939856,,28.65,4344.8,,,,8.376303449987441,9.560677154911861,,,
2016-03-01,,,,5.0,63.0,143666.0,5.6,4.5,4.8,3.2,3.9,4.7,5.3,5.8,3.5,,,,,,,118161000.0,121476.0,,,,-10.38234200000079,86.994015269,0.8736974576714962,,28.56,4354.1,,,,8.3737842181379,9.56759942737134,,,
2016-04-01,126.0,126.7,134.2,5.1,62.9,143856.0,5.5,4.5,4.8,2.9,3.6,4.1,5.0,5.6,3.2,,,,,,,118315000.0,121588.759,,,,34.176000000001295,85.112449893,4.52240634760972,,28.72,4368.1,1243.69637443551,943.9334816357491,260.0,8.43035767911435,9.60780942372051,,,
2016-05-01,,,,4.8,62.7,143901.0,5.5,4.6,4.8,2.9,3.6,4.3,4.8,5.4,3.0,,,,,,,118382000.0,121652.564,,,,-2.139361999999892,83.49113405,-1.3147274628832362,,29.07,4353.2,,,,8.32791777155709,9.583694477660512,,,
2016-06-01,,,,4.9,62.7,144152.0,5.5,4.7,4.9,3.5,4.1,4.3,5.4,5.7,3.5,,,,,,,118656000.0,122013.596,,,,-7.232826999999816,82.290002753,1.4560621620178793,,28.69,4365.1,,,,8.31310678965786,9.447627992255061,,,
2016-07-01,126.6,127.4,134.5,4.8,62.8,144515.0,5.5,4.7,4.9,3.6,4.2,4.4,5.8,5.8,3.5,,,,,,,118890000.0,122132.675,,,,48.002792999999656,81.143783784,-0.9769571735607885,,28.82,4384.5,1273.1479745454199,982.294703604333,266.0,8.32608302602858,9.48297504147567,,,
2016-08-01,,,,4.9,62.9,144664.0,5.5,4.7,5.0,3.5,4.1,4.2,5.7,5.9,3.4,,,,,,,119105000.0,122242.841,,,,7.7646829999994225,80.075056805,2.3395470018137354,,28.94,4392.6,,,,8.2392774414662,9.479303917407341,,,
2016-09-01,,,,5.0,62.9,144961.0,5.5,4.8,5.0,3.5,4.1,4.3,5.5,6.0,3.3,,,,,,,119366000.0,122544.108,,,,38.23682000000008,79.002171679,1.406871336517912,,29.2,4395.9,,,,8.4316032773776,9.57936427988636,,,
2016-10-01,127.3,128.1,134.7,4.9,62.8,145069.0,5.5,4.8,5.0,3.3,3.8,4.1,5.3,5.6,3.3,,,,245000.0,2080000.0,248500.0,119553000.0,122667.22,,,,-13.201632000000245,78.777190254,-0.5443910866423596,,29.59,4393.9,1222.24975748225,952.132092885387,270.0,8.421548027676371,9.62570650498465,38281.0,320241.0,14323.0
2016-11-01,,,,4.7,62.7,145188.0,5.4,4.8,4.9,3.2,3.7,3.9,4.9,5.1,3.1,,,,,,,119770000.0,123028.698,,,,11.026654999999664,77.282917635,0.11932602837598782,,29.32,4398.3,,,,8.27339101349294,9.395303854466661,,,
2016-12-01,,,,4.7,62.7,145410.0,5.4,4.8,4.8,3.2,3.8,3.9,4.9,5.0,3.0,,,,,,,119858000.0,123183.525,,,,19.384187999999995,76.812613925,2.180342887431652,,29.5,4409.8,,,,8.27105609143695,9.37116332456999,,,
2017-01-01,128.2,128.9,137.4,4.7,62.8,145636.0,5.2,4.8,4.7,3.6,4.1,4.3,5.3,5.2,3.4,,,,,,,119807000.0,123283.566,,,,34.929347000001144,76.495219931,2.688081150469923,257.1,29.92,4424.2,1241.8076192532599,970.390271989995,264.0,8.24541287596732,9.36397568757833,,,
2017-02-01,,,,4.6,62.9,145848.0,5.1,4.7,4.6,3.6,4.2,4.1,5.1,5.0,3.2,,,,,,,119953000.0,123465.895,,,,16.045711999999185,76.189758016,0.264917920508867,,29.78,4431.7,,,,8.17659700491772,9.278280112669519,,,
2017-03-01,,,,4.4,62.9,145976.0,5.0,4.6,4.6,3.4,4.0,3.9,4.7,5.2,3.0,,,,,,,120172000.0,123631.0,,,,39.56285500000013,75.582201726,2.6352439377266723,,29.61,4434.7,,,,8.10242481436423,9.17401614667353,,,
2017-04-01,129.0,129.7,138.0,4.4,63.0,146173.0,5.0,4.5,4.6,3.0,3.6,3.5,4.5,4.7,2.8,,,,216000.0,1990000.0,228750.0,120484000.0,123757.791,,,,8.440543000000616,75.581039988,2.0486396909231486,,30.06,4437.9,1244.37944248852,966.4733612277009,271.0,8.05981350616311,9.08625591231278,35367.0,401748.0,13745.0
2017-05-01,,,,4.4,62.8,146389.0,4.9,4.4,4.6,3.0,3.6,3.8,4.4,4.7,2.8,,,,,,,120656000.0,123943.016,,,,22.744480999999723,75.631377758,-0.016237661586060437,,29.8,4451.4,,,,8.03904293544117,9.04566352878659,,,
2017-06-01,,,,4.3,62.8,146588.0,4.9,4.3,4.6,3.3,4.0,4.0,4.8,4.8,3.2,,,,,,,121054000.0,124068.767,,,,29.922153999999864,75.772137293,1.4423512728075405,,29.7,4456.2,,,,7.94929940376194,8.983733662324491,,,
2017-07-01,129.9,130.6,138.5,4.3,62.9,146772.0,4.8,4.2,4.7,3.3,3.9,4.1,5.4,4.9,3.2,,,,256000.0,1911000.0,249250.0,121278000.0,124139.839,,,,-15.198210000000472,75.161283298,-7.299154735082802,,30.2,4472.0,1255.69856036017,965.2636547132421,270.0,7.9066798160145595,8.93105217426571,46015.0,305196.0,14052.0
2017-08-01,,,,4.4,62.9,146907.0,4.8,4.2,4.7,3.3,3.9,4.2,5.4,5.1,3.2,,,,,,,121436000.0,124093.501,,,,12.827782000000298,74.996675854,-2.1772223709383587,,29.91,4470.0,,,,7.953404788847259,9.03258946648085,,,
2017-09-01,,,,4.3,63.1,146999.0,4.7,4.1,4.7,3.0,3.5,4.1,4.8,4.8,2.8,,,,,,,121641000.0,124011.165,,,,20.174731999999494,74.748152508,-0.6972542254316538,,30.26,4478.6,,,,7.85289621124505,8.84571043862194,,,
2017-10-01,130.8,131.4,138.4,4.2,62.7,147146.0,4.6,4.1,4.7,2.8,3.3,4.0,4.5,4.4,2.7,,,,,,,121798000.0,124573.78,,,,30.57419900000059,75.326869266,0.6625128674185188,,30.68,4487.5,1258.2085043389,977.65762356827,273.0,7.82519433203588,8.79698129083662,,,
2017-11-01,,,,4.2,62.7,147375.0,4.5,4.1,4.6,2.9,3.4,3.9,4.4,4.3,2.6,,,,,,,122047000.0,124921.59,,,,24.691726999999446,75.378334168,0.1929092700313717,,30.32,4492.6,,,,7.85176200800552,8.79025897295328,,,
2017-12-01,,,,4.1,62.7,147521.0,4.5,4.1,4.5,2.8,3.3,3.9,4.4,4.3,2.5,,,,,,,122117000.0,125171.568,,,,25.375119000000268,75.424519461,-0.07899314752590758,,30.46,4507.3,,,,7.85821300932898,8.83308628771513,,,
2018-01-01,132.0,132.4,141.1,4.0,62.7,147667.0,4.4,4.1,4.5,3.1,3.7,4.4,4.9,4.2,2.8,,,,,,,122080000.0,125347.911,,,,9.900331000000733,74.791192411,0.15234126782226465,256.1,30.61,4501.4,1285.58506662658,998.943282681897,277.0,7.8232707123922305,8.78969667354446,,,
2018-02-01,,,,4.1,63.0,148054.0,4.3,4.0,4.4,3.1,3.8,4.0,4.7,4.0,2.6,,,,,,,122376000.0,125657.068,,,,43.30939199999921,74.806871255,0.5232344314664683,,30.64,4522.4,,,,7.79699438821071,8.79534532121775,,,
2018-03-01,,,,4.0,62.9,148280.0,4.3,4.0,4.3,3.1,3.7,3.8,4.5,4.3,2.5,,,,,,,122478000.0,125868.0,,,,42.89908099999957,75.130014652,0.11468062665791479,,30.64,4534.3,,,,7.79497116007503,8.763997307298679,,,
2018-04-01,132.8,133.3,141.2,4.0,62.9,148426.0,4.2,4.0,4.2,2.7,3.4,3.3,4.3,3.7,2.2,,,,,,,122518000.0,126135.766,,,,11.072629000000234,75.304455846,-0.5374428827367939,,30.89,4538.3,1281.5533517753802,996.3456132820829,279.0,7.769742836128681,8.72458308763534,,,
2018-05-01,,,,3.8,62.9,148755.0,4.2,3.9,4.1,2.7,3.3,3.4,4.2,3.5,2.1,,,,,,,122820000.0,126338.91,,,,37.42497600000024,75.612086284,0.515006076282587,,30.69,4547.6,,,,7.68430928502776,8.62423406226102,,,
2018-06-01,,,,4.0,63.0,148968.0,4.2,3.9,4.0,3.3,3.9,3.8,4.9,3.7,2.6,,,,,,,123227000.0,126467.785,,,,39.89780799999971,75.954156274,5.06347549873809,,30.62,4565.1,,,,7.6966966795777205,8.62528742786727,,,
2018-07-01,133.9,134.3,141.2,3.8,63.0,149023.0,4.2,3.9,3.9,3.2,3.8,3.8,5.2,3.9,2.5,,,,,,,123420000.0,126624.028,,,,19.26441100000011,75.920106419,-1.8178962067571969,,31.04,4547.7,1283.7217204056801,992.850017992778,269.0,7.60083672116237,8.48270545254541,,,
2018-08-01,,,,3.8,62.6,149274.0,4.2,3.8,3.9,3.1,3.7,3.7,5.1,3.7,2.5,,,,,,,123610000.0,126807.465,,,,34.96560000000136,76.07444496,-0.19904789076251594,,30.78,4552.6,,,,7.62622724383548,8.511356950235301,,,
2018-09-01,,,,3.7,62.8,149361.0,4.2,3.8,3.9,3.0,3.5,3.7,4.6,3.5,2.3,,,,201000.0,1575000.0,206250.0,123702000.0,126921.341,,,,11.75937999999951,75.997462571,-0.6362974528703824,,31.31,4561.4,,,,7.59604258015803,8.4758953843629,35413.0,275418.0,11301.0
2018-10-01,134.9,135.3,141.5,3.8,62.9,149525.0,4.3,3.8,4.0,2.8,3.3,3.6,4.5,3.3,2.3,,,,,,,123993000.0,127183.325,,,,18.538918000000194,76.075845281,-2.068837144096458,,31.27,4570.1,1293.18114455422,999.296748400315,274.0,7.596964694833069,8.49130523732452,,,
2018-11-01,,,,3.8,62.9,149622.0,4.3,3.8,4.0,2.8,3.3,3.4,4.4,3.1,2.2,,,,,,,124165000.0,127294.694,,,,22.61765000000014,76.364342335,-1.5827011770279675,,31.34,4588.4,,,,7.578119104053201,8.48746798580132,,,
2018-12-01,,,,3.9,63.0,149804.0,4.3,3.8,4.0,2.8,3.3,3.7,4.5,3.3,2.2,,,,232000.0,1694000.0,228750.0,124264000.0,127468.285,,,,24.739027999999962,76.220190228,0.4010418377083491,,31.98,4599.0,,,,7.64046812086814,8.54883784810194,55049.0,325163.0,17035.0
2019-01-01,135.8,136.1,143.8,4.0,63.1,150062.0,4.3,3.7,4.0,3.3,4.0,4.1,5.0,3.3,2.7,,,,,,,124323000.0,127520.246,,,,19.34176800000023,76.104918001,1.2390071665132396,257.5,32.07,4616.3,1327.27731659237,1022.89579818545,293.0,7.7589767554281694,8.74638733308644,,,
2019-02-01,,,,3.8,63.1,150067.0,4.3,3.7,3.9,3.0,3.6,3.7,4.4,2.9,2.4,,,,,,,124351000.0,127475.684,,,,37.78154899999936,76.146382217,3.497182374257668,,32.13,4627.5,,,,7.662328857720279,8.50432779466462,,,
2019-03-01,,,,3.8,63.0,150294.0,4.2,3.6,3.9,2.7,3.3,3.6,4.5,3.2,2.4,,,,,,,124373000.0,127787.0,,,,15.262155000000348,76.155340835,2.220040429024106,,32.09,4639.9,,,,7.64793368398535,8.52413864562796,,,
2019-04-01,136.8,137.0,144.1,3.7,62.8,150602.0,4.1,3.5,3.8,2.3,2.9,2.9,4.1,2.9,2.0,,,,,,,124470000.0,127972.756,,,,23.28214300000036,76.442460625,0.7119231471409693,,32.25,4656.0,1315.13062142524,1020.57562208002,295.0,7.5516193312022,8.456267198985099,,,
2019-05-01,,,,3.6,62.9,150640.0,4.0,3.4,3.7,2.4,3.0,3.1,4.1,2.9,1.9,,,,,,,124514000.0,127800.833,,,,30.925975999998627,76.396928543,2.865836174841818,,32.11,4660.3,,,,7.4967040242917395,8.3193405448067,,,
2019-06-01,,,,3.6,63.0,150844.0,4.0,3.4,3.7,2.9,3.5,3.2,4.6,3.0,2.3,,,,223000.0,1631000.0,218000.0,124675000.0,127880.007,,,,18.765999000001102,76.36426373,-0.251900284328177,,32.41,4660.8,,,,7.47914927280781,8.33411288575474,34781.0,317108.0,12773.0
2019-07-01,137.9,138.0,144.1,3.7,63.1,150934.0,4.0,3.5,3.8,3.0,3.6,3.5,5.0,3.2,2.4,,,,,,,124754000.0,127931.921,,,,30.969922000000224,76.367044688,2.519681024544451,,32.36,4642.1,1325.13229129761,1022.3370090830801,300.0,7.551996126911529,8.30868287662431,,,
2019-08-01,,,,3.6,63.1,151155.0,4.0,3.5,3.8,2.9,3.4,3.3,4.9,3.2,2.3,,,,,,,124756000.0,127942.876,,,,28.238946999999825,76.041418215,2.047292960379399,,32.39,4649.8,,,,7.38594997635594,8.24687060887617,,,
2019-09-01,,,,3.5,63.2,151358.0,4.0,3.5,3.9,2.7,3.2,3.0,4.4,2.9,2.0,,,,,,,124815000.0,128065.814,,,,13.883445999999822,75.638227837,-0.14142223701288925,,32.88,4659.4,,,,7.25401304073862,8.067642177034449,,,
2019-10-01,138.9,138.9,144.1,3.6,63.3,151458.0,4.0,3.5,3.9,2.6,3.1,2.9,4.4,2.7,2.1,,,,,,,124737000.0,128005.943,,,,1.7992359999989276,74.828035833,3.4471338749560543,,32.7,4653.5,1322.35306433532,1025.37240318683,293.0,7.227880613923491,8.07272538710488,,,
2019-11-01,,,,3.6,63.3,151666.0,4.1,3.5,3.9,2.5,3.0,2.6,4.2,2.4,2.1,,,,,,,124702000.0,128071.06,,,,33.728431999999884,74.245770185,4.346684004001511,,32.85,4675.1,,,,7.285850279515239,8.09995634723392,,,
