,Date,spx,MA50,RSI,MACD_signal
13286,1981-01-19,134.3699951171875,134.71459930419923,49.999215167794006,0.17035553254333233
13287,1981-01-20,131.64999389648438,134.76939910888672,40.312726910550516,0.09687858119029291
13288,1981-01-21,131.36000061035156,134.81299926757814,39.435535363929766,-0.0008645581603414776
13289,1981-01-22,130.25999450683594,134.82859924316406,36.216331005434476,-0.12624140158099842
13290,1981-01-23,130.22999572753906,134.8079992675781,36.12971094859067,-0.2625569373642239
13291,1981-01-26,129.83999633789062,134.7129992675781,34.959082517270176,-0.40420654008048046
13292,1981-01-27,131.1199951171875,134.60559906005858,41.64226500159534,-0.5204310249595895
13293,1981-01-28,130.33999633789062,134.4693991088867,39.011634460150226,-0.6258851163861245
13294,1981-01-29,130.24000549316406,134.31919921875,38.674347533909014,-0.7192292328711876
13295,1981-01-30,129.5500030517578,134.11619934082032,36.3394956757819,-0.8094591158950792
13296,1981-02-02,126.91000366210938,133.87319946289062,29.100548702021428,-0.9332817854723021
13297,1981-02-03,128.4600067138672,133.63439971923827,37.03162934055994,-1.0448122425232889
13298,1981-02-04,128.58999633789062,133.42399963378907,37.6614357912262,-1.13833632107268
13299,1981-02-05,129.6300048828125,133.25039978027343,42.60742602669789,-1.1964844360207008
13300,1981-02-06,130.60000610351562,133.07579986572264,46.84358454352468,-1.2112085290539119
13301,1981-02-09,129.27000427246094,132.85779998779296,42.23991466118636,-1.216402238319585
13302,1981-02-10,129.24000549316406,132.63220001220702,42.13931938264735,-1.2130564111010955
13303,1981-02-11,128.24000549316406,132.45279998779296,38.82040726228808,-1.21772317666159
13304,1981-02-12,127.4800033569336,132.2630000305176,36.46948960409762,-1.236517393352071
13305,1981-02-13,126.9800033569336,132.0683999633789,34.96910790330986,-1.268340133537735
13306,1981-02-17,127.80999755859376,131.895,39.42424092519035,-1.2905278227644212
13307,1981-02-18,128.47999572753906,131.78399993896485,42.829100684208335,-1.2918825299482224
13308,1981-02-19,126.61000061035156,131.70399993896484,36.63902679347469,-1.3069987299259744
13309,1981-02-20,126.58000183105467,131.62600006103514,36.5477699266202,-1.3274476493202503
13310,1981-02-23,127.3499984741211,131.60780014038085,40.63493787068978,-1.3348566793531362
13311,1981-02-24,127.38999938964844,131.6084001159668,40.848100012424965,-1.3300235661309037
13312,1981-02-25,128.52000427246094,131.59420028686523,46.67339782376227,-1.2967107137933078
13313,1981-02-26,130.10000610351562,131.6072004699707,53.55998071171307,-1.2191301550531235
13314,1981-02-27,131.27000427246094,131.6206004333496,57.89603886269757,-1.0964250749514362
13315,1981-03-02,132.00999450683594,131.60300033569337,60.41356827365684,-0.9375641355958486
13316,1981-03-03,130.55999755859375,131.55420028686524,53.64486416010119,-0.7853661131917244
13317,1981-03-04,130.86000061035156,131.49740036010743,54.77388914489636,-0.6387463681698223
13318,1981-03-05,129.92999267578125,131.3804002380371,50.65505634880967,-0.5166909299044756
13319,1981-03-06,129.85000610351562,131.27140029907227,50.30468856686857,-0.41652876688496426
13320,1981-03-09,131.1199951171875,131.17620010375975,55.560481721820096,-0.31412826444543385
13321,1981-03-10,130.4600067138672,131.05400009155272,52.45566297050996,-0.22550658542333873
13322,1981-03-11,129.9499969482422,130.95240005493164,50.12463059264416,-0.15778983365196333
13323,1981-03-12,133.19000244140625,130.90960006713868,61.752721156224226,-0.05467367902905569
13324,1981-03-13,133.11000061035156,130.856600189209,61.37224002947583,0.06407284616818931
13325,1981-03-16,134.67999267578125,130.8234001159668,65.82262823223147,0.21129356724064377
13326,1981-03-17,133.9199981689453,130.74240005493164,62.09321750962262,0.356036959916337
13327,1981-03-18,134.22000122070312,130.66440017700197,62.98476685962291,0.4956148165504082
13328,1981-03-19,133.4600067138672,130.6320002746582,59.18703323419302,0.6113832384758047
13329,1981-03-20,134.0800018310547,130.65240036010744,61.240239396552816,0.7146577899343429
13330,1981-03-23,135.69000244140625,130.69660049438477,66.02071479052617,0.8287453725509354
13331,1981-03-24,134.6699981689453,130.71960037231446,60.89632976838421,0.9254672432324937
13332,1981-03-25,137.11000061035156,130.79600051879882,67.41241381384131,1.0430537886463673
13333,1981-03-26,136.27000427246094,130.852000579834,63.49006049523308,1.1517748454060772
13334,1981-03-27,134.64999389648438,130.86060043334962,56.64477203952173,1.2207684009404687
13335,1981-03-30,134.27999877929688,130.85080032348634,55.18144314855903,1.2525593380463511
13336,1981-03-31,136.0,130.88340042114257,60.314032639136066,1.2839526400197014
13337,1981-04-01,136.57000732421875,130.98180068969725,61.87234708961103,1.319618769395165
13338,1981-04-02,136.32000732421875,131.08100082397462,60.74572540599001,1.349097064675012
13339,1981-04-03,135.49000549316406,131.18560104370118,57.03268995764424,1.3568345849126087
13340,1981-04-06,133.92999267578125,131.25960098266603,50.753377152707685,1.3225582010848518
13341,1981-04-07,133.91000366210938,131.34100112915038,50.676385830468284,1.2604118501078625
13342,1981-04-08,134.30999755859375,131.40480117797853,52.237764217759356,1.1875638935051525
13343,1981-04-09,134.6699981689453,131.49140121459962,53.65959417531507,1.114864089230067
13344,1981-04-10,134.50999450683594,131.57680099487305,52.90575740498384,1.0409744220818875
13345,1981-04-13,133.14999389648438,131.6488008117676,46.87754363973274,0.9461417836739141
13346,1981-04-14,132.67999267578125,131.76420059204102,44.970511124734834,0.8334987367379469
13347,1981-04-15,134.1699981689453,131.87840042114257,51.68141510108845,0.737469860627598
13348,1981-04-16,134.6999969482422,132.0006004333496,53.837882756338644,0.663663395279718
13349,1981-04-20,135.4499969482422,132.1170002746582,56.777619886227676,0.6181077521937184
13350,1981-04-21,134.22999572753906,132.18960006713868,51.07924600047601,0.5717740797422062
13351,1981-04-22,134.13999938964844,132.28699996948242,50.67521137749316,0.5246426134351744
13352,1981-04-23,133.94000244140625,132.38099990844728,49.73373719610965,0.47509521359802825
13353,1981-04-24,135.13999938964844,132.51899978637695,55.12132463478252,0.4446933223638983
13354,1981-04-27,135.47999572753906,132.67899963378906,56.54254304270201,0.4322960793510405
13355,1981-04-28,134.3300018310547,132.8259996032715,50.69477698199249,0.4125009138205827
13356,1981-04-29,133.0500030517578,132.93079971313477,45.10335574447083,0.3677447630957341
13357,1981-04-30,132.80999755859375,133.01739974975587,44.120708186321124,0.30502242963121795
13358,1981-05-01,132.72000122070312,133.1395997619629,43.73592544543577,0.23219620242632227
13359,1981-05-04,130.6699981689453,133.2213996887207,36.02814457484119,0.12361889803026382
13360,1981-05-05,130.32000732421875,133.28079986572266,34.897383715291525,-0.007540339214968217
13361,1981-05-06,130.77999877929688,133.34859985351562,37.66642035298285,-0.13862182957044986
13362,1981-05-07,131.6699981689453,133.4115997314453,42.74098469208557,-0.24826771370378795
13363,1981-05-08,131.66000366210938,133.4427996826172,42.698945903464505,-0.3383239608866788
13364,1981-05-11,129.7100067138672,133.4115997314453,35.38597170517771,-0.4417208595344699
13365,1981-05-12,130.72000122070312,133.38579986572265,41.02038362475777,-0.5309385401231448
13366,1981-05-13,130.5500030517578,133.38559997558593,40.38209003260103,-0.6080941284558659
13367,1981-05-14,131.27999877929688,133.39399993896484,44.38412001802488,-0.6606121826044942
13368,1981-05-15,132.1699981689453,133.4388000488281,48.88889341000403,-0.6792297352005552
13369,1981-05-18,132.5399932861328,133.49259979248046,50.67748155188938,-0.6681719893529059
